Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,197.7859280705132,198.39982701763967,196.66644826757292,198.30955505371094,3935700,0.0,0.0
2020-01-03 00:00:00-05:00,196.03447227532232,198.32758383850512,195.68237996274829,197.65048217773438,3423200,0.0,0.0
2020-01-06 00:00:00-05:00,195.4476584806835,198.61648932845583,195.36639581099544,198.58038330078125,5682800,0.0,0.0
2020-01-07 00:00:00-05:00,198.16510739842468,199.12207564462423,195.81781587797033,197.28036499023438,5685400,0.0,0.0
2020-01-08 00:00:00-05:00,197.53312834950862,201.2978119511292,197.4157596527788,200.2324981689453,4916200,0.0,0.0
2020-01-09 00:00:00-05:00,200.99992933131804,203.6270876678315,200.28672148402995,203.3020782470703,4843600,0.0,0.0
2020-01-10 00:00:00-05:00,202.90481467805398,203.57289333189692,201.3519936371962,202.42633056640625,4226600,0.0,0.0
2020-01-13 00:00:00-05:00,202.67913578846756,202.6881588530918,201.0360288325596,201.6318817138672,6060900,0.0,0.0
2020-01-14 00:00:00-05:00,200.85545493100113,203.08537774829577,200.70198019072487,201.15338134765625,3915100,0.0,0.0
2020-01-15 00:00:00-05:00,200.67487455365864,203.1124377705891,200.5394597321447,202.76034545898438,3444300,0.0,0.0
2020-01-16 00:00:00-05:00,203.97009676160388,206.61531440114146,203.49161269219636,206.57920837402344,5390800,0.0,0.0
2020-01-17 00:00:00-05:00,207.29244832235935,209.99183231054676,206.66048943192084,209.368896484375,7979200,0.0,0.0
2020-01-21 00:00:00-05:00,209.02579230422378,210.9487653988082,208.60147416808857,210.30776977539062,4873500,0.0,0.0
2020-01-22 00:00:00-05:00,211.0661736639204,213.53985727685614,210.24463392362756,210.26268005371094,4030800,0.0,0.0
2020-01-23 00:00:00-05:00,209.56747836247575,211.99601847610305,208.22229812993206,210.93972778320312,4617900,0.0,0.0
2020-01-24 00:00:00-05:00,211.67100316265012,212.5467085952726,208.150066428874,209.45010375976562,4467500,0.0,0.0
2020-01-27 00:00:00-05:00,206.01948815480165,209.87445794619364,206.01948815480165,208.7188720703125,3595600,0.0,0.0
2020-01-28 00:00:00-05:00,209.28763810388878,212.38424341468027,208.8633199161608,211.1293487548828,3621900,0.0,0.0
