Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,154.8365166990294,155.0012655481301,152.4524717566392,154.1387481689453,257700,0.0,0.0
2020-01-03 00:00:00-05:00,153.86735543232066,156.0284912639541,151.88065429410779,155.87342834472656,366500,0.0,0.0
2020-01-06 00:00:00-05:00,155.660267661611,159.2847868610859,155.06910304221356,159.0715789794922,589400,0.0,0.0
2020-01-07 00:00:00-05:00,158.54824817498752,159.3332340499868,157.00733409291854,159.0812530517578,318300,0.0,0.0
2020-01-08 00:00:00-05:00,158.64509784146043,159.47854245671033,157.29802030156245,157.99578857421875,328600,0.0,0.0
2020-01-09 00:00:00-05:00,158.52882278709467,159.76929654537489,157.60816074912927,159.13937377929688,241800,0.0,0.0
2020-01-10 00:00:00-05:00,159.00372678970498,162.94804249348275,158.68391501032573,162.82205200195312,338800,0.0,0.0
2020-01-13 00:00:00-05:00,163.2775180676818,165.07039800982392,162.9577063315779,163.7039337158203,287800,0.0,0.0
2020-01-14 00:00:00-05:00,163.41319911986128,164.1788130885249,162.05643546194634,162.93833923339844,458400,0.0,0.0
2020-01-15 00:00:00-05:00,162.1630082761996,164.15939504179872,161.4555541322259,162.03701782226562,342900,0.0,0.0
2020-01-16 00:00:00-05:00,162.09520216230314,163.70394685940275,161.36836128215018,161.97891235351562,319400,0.0,0.0
2020-01-17 00:00:00-05:00,162.80265288873298,165.43866336620795,161.6978554671158,163.60702514648438,305600,0.0,0.0
2020-01-21 00:00:00-05:00,164.08193018224316,164.57619152511856,162.67670720984543,163.81057739257812,284800,0.0,0.0
2020-01-22 00:00:00-05:00,164.42108464943814,164.5858334571894,161.45557653468745,161.6881561279297,300900,0.0,0.0
2020-01-23 00:00:00-05:00,161.81415860046053,164.15942999448137,160.53491159229546,162.94802856445312,240400,0.0,0.0
2020-01-24 00:00:00-05:00,163.5197889959988,164.57614216855544,160.21509748702644,160.4864501953125,290200,0.0,0.0
2020-01-27 00:00:00-05:00,159.06187380182922,162.35688010171768,159.06187380182922,160.9031982421875,441200,0.0,0.0
2020-01-28 00:00:00-05:00,161.32958118133098,162.19209831793665,158.00548831489775,158.4416046142578,346300,0.0,0.0
2020-01-29 00:00:00-05:00,157.82140655673206,160.53493431396848,157.77294753514914,158.38348388671875,321500,0.0,0.0
2020-01-30 00:00:00-05:00,158.21869845712712,158.21869845712712,155.23380382677334,156.48397827148438,422600,0.0,0.0
2020-01-31 00:00:00-05:00,156.3091623769247,156.99859623911294,153.90097419322402,156.2023468017578,909200,0.32,0.0
2020-02-03 00:00:00-05:00,156.21208847147327,159.173780278652,155.61975011003753,158.435791015625,340200,0.0,0.0
2020-02-04 00:00:00-05:00,159.07665869481778,160.15450482491408,156.7946961618786,157.1054229736328,288500,0.0,0.0
2020-02-05 00:00:00-05:00,157.95998743730215,159.6010568872218,157.2608334134668,158.46493530273438,274600,0.0,0.0
2020-02-06 00:00:00-05:00,158.87276512030436,159.6107544139101,158.1444809482139,158.6591339111328,262500,0.0,0.0
2020-02-07 00:00:00-05:00,158.62997782600925,160.07684081240834,157.58124701141475,159.73696899414062,244400,0.0,0.0
2020-02-10 00:00:00-05:00,159.77581229771738,162.32966658022966,159.20289903659173,160.72744750976562,186700,0.0,0.0
2020-02-11 00:00:00-05:00,160.92164982855087,160.92164982855087,156.16353314882696,158.8339080810547,324600,0.0,0.0
2020-02-12 00:00:00-05:00,159.19320041149956,160.16424590400158,158.17359968097674,159.3582763671875,175600,0.0,0.0
2020-02-13 00:00:00-05:00,158.62025994021207,165.63120837979054,157.77544043098823,165.28163146972656,456500,0.0,0.0
2020-02-14 00:00:00-05:00,165.71863248432192,168.91336573500203,164.45627034123132,168.78713989257812,338800,0.0,0.0
2020-02-18 00:00:00-05:00,168.9230924218055,170.57386691319218,167.29172817342643,167.81610107421875,226400,0.0,0.0
2020-02-19 00:00:00-05:00,168.30162491564386,170.0009546592171,167.05867295729487,168.9716339111328,269200,0.0,0.0
2020-02-20 00:00:00-05:00,169.25321360633995,171.87503318302464,168.73856073753424,171.408935546875,365400,0.0,0.0
2020-02-21 00:00:00-05:00,171.15649500083924,176.72059705065627,170.1660391404048,174.7105255126953,585500,0.0,0.0
2020-02-24 00:00:00-05:00,172.84610787102724,176.477823561531,169.98152646240325,175.8175048828125,305000,0.0,0.0
2020-02-25 00:00:00-05:00,175.73012027572034,176.00201185350116,170.81663199827867,172.0886993408203,254600,0.0,0.0
2020-02-26 00:00:00-05:00,172.32175170585126,174.67168018449715,167.70928529293957,169.01048278808594,385300,0.0,0.0
2020-02-27 00:00:00-05:00,167.5927516386866,171.27302265239044,165.37876892089844,165.37876892089844,280500,0.0,0.0
2020-02-28 00:00:00-05:00,162.40735335646082,163.05795203731034,156.05672256082644,158.29983520507812,500200,0.0,0.0
2020-03-02 00:00:00-05:00,158.86304599515717,160.91195254470827,156.0275801628202,159.0281219482422,515200,0.0,0.0
2020-03-03 00:00:00-05:00,159.19319138953884,162.14516299997737,157.29965574986795,158.79505920410156,455200,0.0,0.0
2020-03-04 00:00:00-05:00,160.91196239280362,165.41761309004215,160.66920100864857,165.13600158691406,307300,0.0,0.0
2020-03-05 00:00:00-05:00,161.80532828522522,164.14553685112588,160.24194432277167,161.40719604492188,525900,0.0,0.0
2020-03-06 00:00:00-05:00,158.8047736527944,168.95221092401295,157.0083483781368,168.1171112060547,568900,0.0,0.0
2020-03-09 00:00:00-04:00,163.5046562377883,169.9232679861327,159.27089700082772,167.01983642578125,653800,0.0,0.0
2020-03-10 00:00:00-04:00,165.51471197888395,171.16620422429344,164.1066988867427,169.82615661621094,733200,0.0,0.0
2020-03-11 00:00:00-04:00,168.32103363165663,171.0982245229219,153.0853264410743,154.697265625,638500,0.0,0.0
