Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,36.9525004972498,37.05144539659103,35.86407229032967,36.079959869384766,3593100,0.0,0.0
2020-01-03 00:00:00-05:00,35.45028423655575,36.70062358297704,35.36932683988163,35.87306213378906,3154100,0.0,0.0
2020-01-06 00:00:00-05:00,36.65565461388012,37.08742633007731,36.142925486432425,36.862545013427734,3717000,0.0,0.0
2020-01-07 00:00:00-05:00,37.36628150475642,39.012411007050126,37.303315008742906,37.77106857299805,5213200,0.0,0.0
2020-01-08 00:00:00-05:00,38.00493509492568,38.64359708599881,37.44723049929955,37.90598678588867,2783200,0.0,0.0
2020-01-09 00:00:00-05:00,37.41125006256722,38.36474792977959,37.186368781458114,37.9599609375,3553800,0.0,0.0
2020-01-10 00:00:00-05:00,37.708089582570466,38.10388281257561,37.46522083141476,37.555171966552734,2088700,0.0,0.0
2020-01-13 00:00:00-05:00,37.46522784676819,37.798051226798805,36.85355040532912,37.48321533203125,2107200,0.0,0.0
2020-01-14 00:00:00-05:00,37.537185945659274,37.77106441776598,37.05144151720655,37.33029556274414,2332600,0.0,0.0
2020-01-15 00:00:00-05:00,37.04244633846031,37.23134579839369,36.33182063899721,36.34981155395508,3478000,0.0,0.0
2020-01-16 00:00:00-05:00,36.42177200317383,36.93450102431899,36.12492707966039,36.42177200317383,2028100,0.0,0.0
2020-01-17 00:00:00-05:00,36.45775854367909,36.56570404802736,36.178907902654295,36.28684997558594,3300500,0.0,0.0
2020-01-21 00:00:00-05:00,36.24187327770521,36.304839770920644,35.32435710760193,35.70215606689453,2781600,0.0,0.0
2020-01-22 00:00:00-05:00,35.801098478338304,36.42177299664524,35.783107564475614,35.87306213378906,1442500,0.0,0.0
2020-01-23 00:00:00-05:00,35.603209029789284,35.666175519217106,34.97354070409479,35.38732147216797,2543200,0.0,0.0
2020-01-24 00:00:00-05:00,35.50426034832459,35.50426034832459,34.68569256265885,34.784637451171875,2130700,0.0,0.0
2020-01-27 00:00:00-05:00,34.109989240696535,34.68568817182469,33.86712048978079,34.43381881713867,2665900,0.0,0.0
2020-01-28 00:00:00-05:00,34.74865822890459,34.775642885913356,34.06501717907537,34.64071273803711,2208000,0.0,0.0
2020-01-29 00:00:00-05:00,34.838607244541315,35.45028459641818,34.64970779418945,34.64970779418945,1651900,0.0,0.0
2020-01-30 00:00:00-05:00,34.08300890100589,34.91956760224208,33.96606966550613,34.784637451171875,2026600,0.0,0.0
2020-01-31 00:00:00-05:00,34.721669812539695,34.77564255746367,32.859653005364656,33.156497955322266,4457100,0.0,0.0
2020-02-03 00:00:00-05:00,33.28242962864756,34.28989680796148,33.066542088800844,33.75018310546875,2022500,0.0,0.0
2020-02-04 00:00:00-05:00,34.28989794175589,34.667700291125655,33.91209902380227,34.451812744140625,2313600,0.0,0.0
2020-02-05 00:00:00-05:00,34.81162772541629,36.6286691350945,34.69468848257607,36.39479064941406,3781100,0.0,0.0
2020-02-06 00:00:00-05:00,36.583682392645436,36.844545482512245,35.7921028137207,35.7921028137207,1875100,0.0,0.0
2020-02-07 00:00:00-05:00,35.423305475418914,35.576223121571225,34.109995996253666,34.28990173339844,1635700,0.0,0.0
2020-02-10 00:00:00-05:00,34.181954006629724,34.69468304221589,33.8761153335243,34.092002868652344,1577800,0.0,0.0
2020-02-11 00:00:00-05:00,34.23592655803024,34.6317163669138,33.69620943891709,34.62272262573242,1329500,0.0,0.0
