Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,43.830002,44.209999,43.590000,44.080002,44.080002,973940
2020-01-03,43.400002,43.770000,43.000000,43.209999,43.209999,1399110
2020-01-06,43.119999,43.299999,42.830002,43.099998,43.099998,1162044
2020-01-07,43.169998,43.430000,42.845001,43.165001,43.165001,1259364
2020-01-08,43.360001,44.055000,43.270000,43.770000,43.770000,1336018
2020-01-09,44.410000,44.770000,44.139999,44.540001,44.540001,2161352
2020-01-10,44.700001,44.830002,43.810001,44.060001,44.060001,1392677
2020-01-13,44.459999,44.459999,43.869999,44.299999,44.299999,1932827
2020-01-14,44.299999,44.669998,43.235001,43.529999,43.529999,1610223
2020-01-15,43.799999,43.980000,43.189999,43.230000,43.230000,1549254
2020-01-16,44.779999,44.820000,43.639999,44.130001,44.130001,2612973
2020-01-17,44.630001,45.459999,44.340000,45.400002,45.400002,3327556
2020-01-21,45.009998,45.160000,44.580002,45.049999,45.049999,2243877
2020-01-22,44.259998,45.764999,44.235500,45.355000,45.355000,2425631
2020-01-23,45.040001,45.599998,44.424999,44.900002,44.900002,1683845
2020-01-24,45.200001,45.630001,44.955002,45.380001,45.380001,2106633
2020-01-27,43.740002,44.959999,43.630001,44.564999,44.564999,2299713
2020-01-28,44.669998,45.619999,44.165001,45.570000,45.570000,2199669
2020-01-29,45.759998,46.575001,45.494999,46.110001,46.110001,3546615
2020-01-30,45.410000,45.950001,45.299999,45.900002,45.900002,1675906
2020-01-31,45.500000,45.549999,44.590000,44.810001,44.810001,2696455
2020-02-03,45.270000,46.020000,45.090000,46.000000,46.000000,1614883
2020-02-04,47.259998,48.189999,46.820000,48.009998,48.009998,3701442
2020-02-05,48.759998,48.820000,47.599998,48.250000,48.250000,2563959
2020-02-06,47.919998,48.320000,47.650002,48.200001,48.200001,1885501
2020-02-07,48.209999,48.680000,48.005001,48.490002,48.490002,1719192
2020-02-10,48.209999,48.230000,47.840000,48.049999,48.049999,2440839
2020-02-11,48.599998,48.730000,47.959999,48.270000,48.270000,2229374
2020-02-12,48.500000,48.913200,48.000000,48.549999,48.549999,3567474
2020-02-13,48.400002,48.950001,48.209999,48.619999,48.619999,1718643
2020-02-14,47.049999,47.799999,46.480000,46.570000,46.570000,4138203
2020-02-18,45.950001,46.340000,45.320000,45.410000,45.410000,5809413
2020-02-19,46.110001,46.400002,45.880001,46.150002,46.150002,2114584
2020-02-20,46.680000,46.900002,45.970001,46.669998,46.669998,3937505
2020-02-21,46.169998,46.290001,44.000000,44.540001,44.540001,4228928
2020-02-24,42.849998,43.450001,41.860001,42.020000,42.020000,3779180
2020-02-25,42.700001,42.730000,39.830002,40.060001,40.060001,16156531
2020-02-26,40.439999,41.790001,40.250000,41.500000,41.500000,7419697
2020-02-27,40.070000,41.325001,40.049999,40.130001,40.130001,3939516
2020-02-28,38.750000,40.709999,38.700001,40.610001,40.610001,4994838
2020-03-02,40.849998,41.276901,40.049999,40.910000,40.910000,3635106
2020-03-03,41.500000,41.799999,39.220001,39.849998,39.849998,3850707
2020-03-04,40.709999,41.500000,40.029999,41.430000,41.430000,2556284
2020-03-05,40.130001,40.919998,40.020000,40.480000,40.480000,2742741
2020-03-06,38.660000,39.680000,38.580002,39.509998,39.509998,3169216
2020-03-09,35.650002,35.650002,33.250000,34.240002,34.240002,8473104
2020-03-10,37.680000,38.040001,35.685001,36.919998,36.919998,4958819
2020-03-11,35.610001,36.500000,35.154999,35.869999,35.869999,5615681
2020-03-12,32.330002,34.000000,32.029999,32.119999,32.119999,4443890
2020-03-13,34.910000,35.290001,33.049999,33.939999,33.939999,5294953
2020-03-16,30.670000,32.520000,29.940001,30.799999,30.799999,3788916
2020-03-17,31.160000,33.330002,30.059999,31.660000,31.660000,3603759
2020-03-18,28.320000,30.299999,27.930000,28.910000,28.910000,4047345
2020-03-19,29.000000,31.340000,28.160000,30.620001,30.620001,3208626
2020-03-20,31.389999,31.580000,29.660000,29.910000,29.910000,4092453
2020-03-23,30.629999,30.690001,28.370001,29.139999,29.139999,3477322
2020-03-24,30.950001,32.150002,30.639999,31.889999,31.889999,2996418
2020-03-25,31.870001,34.450001,31.639999,33.419998,33.419998,2572213
2020-03-26,33.070000,34.880001,32.950001,34.820000,34.820000,2670717
2020-03-27,32.889999,33.779999,32.389999,32.980000,32.980000,2413146
2020-03-30,33.310001,33.930000,32.779999,33.880001,33.880001,2973216
2020-03-31,34.000000,35.220001,33.759998,34.049999,34.049999,3245678
2020-04-01,33.000000,33.480000,32.055000,32.430000,32.430000,3850334
2020-04-02,32.500000,33.200001,31.850000,32.610001,32.610001,3758091
2020-04-03,33.360001,33.529999,32.075001,32.380001,32.380001,2210844
2020-04-06,33.619999,34.255001,33.470001,33.869999,33.869999,3555565
2020-04-07,35.110001,35.775002,34.459999,34.500000,34.500000,3317870
2020-04-08,35.209999,36.200001,34.930000,35.930000,35.930000,3118740
2020-04-09,36.700001,36.860901,35.669998,36.139999,36.139999,2641651
2020-04-13,35.990002,36.790001,35.810001,36.700001,36.700001,2805066
2020-04-14,37.180000,38.240002,36.820000,36.849998,36.849998,2674466
2020-04-15,35.340000,35.389999,34.399399,34.889999,34.889999,3659313
2020-04-16,35.660000,35.709999,34.639999,34.970001,34.970001,3458581
