,Open,High,Low,Close,Volume,Dividends,Stock Splits,Previous_close,Return
2020-01-02,47.54865511882021,47.79730809939555,47.0834370652225,47.38823699951172,5700500,0.0,0.0,,
2020-01-03,46.95510073390801,47.60480207253407,46.66634322350554,47.38823699951172,4892300,0.0,0.0,47.38823699951172,0.0045700175135146015
2020-01-06,47.35613501399479,47.94968918410527,46.906956487057855,47.79729080200195,6003300,0.0,0.0,47.38823699951172,0.011847923032024532
2020-01-07,47.50052038660232,47.70906573138277,47.0192569559278,47.55666732788086,4365700,0.0,0.0,47.79729080200195,-0.0018458173912963005
2020-01-08,44.95785930058558,45.55943637345634,44.0434626393867,44.78139877319336,17431800,0.0,0.0,47.55666732788086,-0.04199686535338043
2020-01-09,44.74929723803858,44.989927365482636,43.810835763295266,43.85896301269531,8469600,0.0,0.0,44.78139877319336,0.004656589521587318
2020-01-10,43.98730826605903,44.019393105543536,43.36166919500476,43.49000549316406,6688000,0.0,0.0,43.85896301269531,0.0036578633380315306
2020-01-13,43.47396150742871,43.84292796887369,43.29749795639912,43.36166763305664,5517800,0.0,0.0,43.49000549316406,0.008115024859334685
2020-01-14,43.34562649102688,43.88303377986412,43.16916293479797,43.81084442138672,4466800,0.0,0.0,43.36166763305664,0.01202366456981041
2020-01-15,43.74667522384111,43.875011513593705,43.377708773274726,43.658443450927734,3495600,0.0,0.0,43.81084442138672,0.001464639475783791
2020-01-16,43.66645974532862,43.81886118119328,43.457914438064186,43.65041732788086,4974700,0.0,0.0,43.658443450927734,0.0036743804310350736
2020-01-17,43.86699423369586,43.947206337135356,43.57021710041694,43.64240646362305,5048300,0.0,0.0,43.65041732788086,0.00679922501141661
2020-01-21,43.626360386185695,43.626360386185695,42.880404715508064,43.209266662597656,5940600,0.0,0.0,43.64240646362305,-0.00036767169222728935
2020-01-22,43.096980591902266,43.345633547085775,42.83228827424939,42.84832763671875,3703800,0.0,0.0,43.209266662597656,0.0031559638711979865
2020-01-23,42.78415622152318,42.992701567867186,42.35904278871878,42.752071380615234,4994000,0.0,0.0,42.84832763671875,0.003369418110608313
2020-01-24,42.768111112122504,42.80821563084655,41.621104129898846,41.74142074584961,6415400,0.0,0.0,42.752071380615234,0.0013132521634207084
2020-01-27,41.34838789571907,42.18257532352823,41.34036821612296,41.89381790161133,5108500,0.0,0.0,41.74142074584961,0.010568748494802715
2020-01-28,42.070291498891066,42.49540499392901,41.853723380726656,42.334983825683594,4771000,0.0,0.0,41.89381790161133,0.014359805872325104
2020-01-29,42.367061794688574,42.503420836487486,41.92590594845219,41.93392562866211,3509800,0.0,0.0,42.334983825683594,0.003978671906370357
2020-01-30,41.74142459376166,41.81361395803113,41.051615792915385,41.66923522949219,3790900,0.0,0.0,41.93392562866211,-0.002869077216771432
2020-01-31,41.476723531374546,41.645164338234466,40.634516437296455,40.78691482543945,6532300,0.0,0.0,41.66923522949219,-0.0005776657796849882
2020-02-03,40.93931581837836,41.300262586051424,40.84306130714656,40.86712646484375,5152500,0.0,0.0,40.78691482543945,0.012586089504661224
2020-02-04,41.35640901816131,42.054237387324775,41.179945476160576,41.98204803466797,4911100,0.0,0.0,40.86712646484375,0.02904806442660579
2020-02-05,42.391125270313225,43.03280985995998,42.110390557176935,42.495399475097656,5386600,0.0,0.0,41.98204803466797,0.02502883671669176
2020-02-06,42.92051171156469,43.51406902241272,42.647796686544595,42.90447235107422,4399700,0.0,0.0,42.495399475097656,0.023971290066634232
2020-02-07,42.73602312196124,43.06488504689456,42.49539296758196,42.703941345214844,3378200,0.0,0.0,42.90447235107422,0.003738833903089045
2020-02-10,42.74405648177205,43.361675969334314,42.591655000300555,42.84832763671875,4326600,0.0,0.0,42.703941345214844,0.015402199501971081
2020-02-11,42.94457763951243,42.96062006006847,42.39112483955497,42.503421783447266,4054100,0.0,0.0,42.84832763671875,0.00262069559171052
2020-02-12,42.848318705906955,43.73865306656487,42.607688541891484,43.690528869628906,5362500,0.0,0.0,42.503421783447266,0.029061925635329944
2020-02-13,43.56219669017225,43.69053299374656,42.872387911043276,42.9686393737793,3669500,0.0,0.0,43.690528869628906,9.439385961762525e-08
2020-02-14,43.08896400363225,43.14511095564281,42.30290361570502,42.39113235473633,5153800,0.0,0.0,42.9686393737793,0.00410698556983391
2020-02-18,42.40568659927415,42.640330521677484,41.85548854713432,41.96067428588867,4334400,0.458,0.0,42.39113235473633,0.005878544712035971
2020-02-19,41.92830992203372,42.14677119063417,41.661303762539816,42.13058853149414,3279500,0.0,0.0,41.96067428588867,0.004435031321889049
2020-02-20,42.13058876455793,42.34905003436689,41.669393779359,41.96876525878906,3368400,0.0,0.0,42.13058853149414,0.005185341826151824
2020-02-21,41.96067355027084,42.09013173165028,41.483295927710444,41.628936767578125,4643000,0.0,0.0,41.96876525878906,0.002891828532787244
2020-02-24,41.086825660263955,41.53184102149708,39.654692891950994,39.670875549316406,8049800,0.0,0.0,41.628936767578125,-0.002332409944148961
2020-02-25,39.92979940067969,39.96216472149501,38.2225703957845,38.4410285949707,6336300,0.0,0.0,39.670875549316406,0.00734264540787577
2020-02-26,38.99931691661832,39.64660785614806,38.538121929295464,38.57048416137695,7211400,0.0,0.0,38.4410285949707,0.03136178466710127
2020-02-27,37.987926519288614,38.69185527241413,36.85516498089136,37.413455963134766,10123200,0.0,0.0,38.57048416137695,0.0031467354811873793
