,Open,High,Low,Close,Volume,Dividends,Stock Splits,Previous_close,Return
2020-01-02,73.1252793740765,73.5275159024143,72.6573697863981,73.51110076904297,5639200,0.0,0.0,,
2020-01-03,72.37826615292529,73.37975843933485,72.15662739486598,72.81333923339844,5988500,0.0,0.0,73.51110076904297,-0.0017867006252670903
2020-01-06,72.41931420466723,73.56856776380053,72.22230127716462,73.38796997070312,6786600,0.0,0.0,72.81333923339844,0.010372117778876477
2020-01-07,73.00215110808374,73.50289727450782,72.45215327379117,72.96931457519531,7242500,0.0,0.0,73.38796997070312,0.001566023748178047
2020-01-08,73.18274612594678,73.92975686624898,72.95289666739225,73.4864730834961,7696800,0.0,0.0,72.96931457519531,0.013162276453397848
2020-01-09,73.88871057943635,74.0693083589926,73.10065266558621,74.05288696289062,7518000,0.0,0.0,73.4864730834961,0.00793119129331843
2020-01-10,74.06930744763737,74.11855910948213,72.92005398881527,73.10885620117188,8581400,0.0,0.0,74.05288696289062,0.0008868276347473447
2020-01-13,73.47006785524457,73.47006785524457,72.17305286374737,72.66558837890625,9292200,0.0,0.0,73.10885620117188,0.004940737317497446
2020-01-14,72.4659133885309,73.5807769147619,72.19135673495792,73.38109588623047,8876900,1.18,0.0,72.66558837890625,0.012594524537302476
2020-01-15,73.36444741470457,74.77881956579144,73.36444741470457,74.26299285888672,8490100,0.0,0.0,73.38109588623047,0.01904746260164858
2020-01-16,74.30458830595242,74.7122655809778,73.98011462014375,74.26299285888672,7073200,0.0,0.0,74.26299285888672,0.0060497524378633205
2020-01-17,74.15483207032561,74.27130948028008,73.03997504717765,73.21469116210938,10122300,0.0,0.0,74.26299285888672,0.00011198877224316561
2020-01-21,72.94844653924312,73.65563253413414,72.85692767957632,73.20635986328125,13552000,0.0,0.0,73.21469116210938,0.006022580509811304
2020-01-22,73.23964634206904,73.35612374668271,72.50750174913418,72.55741882324219,6438900,0.0,0.0,73.20635986328125,0.0020457769472645992
2020-01-23,72.42429803235909,72.44093493972632,70.71040458660744,70.943359375,12266800,0.0,0.0,72.55741882324219,-0.0016054028024292677
2020-01-24,71.07649508141158,71.11809687995569,68.85509614609023,69.50404357910156,13215400,0.0,0.0,70.943359375,0.002463056535454422
2020-01-27,70.76033128402865,71.49247584542269,69.8867444395178,69.90338134765625,13832000,0.0,0.0,69.50404357910156,0.028608871713458273
2020-01-28,70.71041162805486,70.71041162805486,69.58723301643329,69.69538879394531,8614400,0.0,0.0,69.90338134765625,0.011544939097937634
2020-01-29,69.72035704911738,69.88675153757065,69.16292218295895,69.22116088867188,5703200,0.0,0.0,69.69538879394531,0.002745701644496057
2020-01-30,68.70535525752271,68.88007142829692,67.5405744381499,68.03976440429688,10870000,0.0,0.0,69.22116088867188,-0.0049275316391115265
2020-01-31,67.84007605748552,67.98983365199605,66.89993503766826,67.40744018554688,13870100,0.0,0.0,68.03976440429688,-0.0007338466371537011
2020-02-03,67.64871170853729,68.72197333267364,67.32423800211735,68.47238159179688,10143700,0.0,0.0,67.40744018554688,0.019501306436030763
2020-02-04,69.54563951170697,70.47746521667601,69.54563951170697,70.18627166748047,8251500,0.0,0.0,68.47238159179688,0.02928310040145221
2020-02-05,70.76865088962569,72.49918142873479,70.61889331705774,72.07486724853516,10020600,0.0,0.0,70.18627166748047,0.032953876966312246
2020-02-06,73.12317174769956,73.1814104522446,71.7337581195944,72.53246307373047,7769700,0.0,0.0,72.07486724853516,0.01535269152690577
2020-02-07,74.66235533935696,77.35799214781011,73.94684750906254,76.78392028808594,19090300,0.0,0.0,72.53246307373047,0.06652923214774065
2020-02-10,76.8421602601586,79.4545935074698,76.63416394207621,78.83060455322266,13998300,0.0,0.0,76.78392028808594,0.03478167315974168
2020-02-11,79.2549077132353,80.76912044278288,79.04691142429995,79.87057495117188,10682800,0.0,0.0,78.83060455322266,0.024590904770385613
2020-02-12,79.85394159595373,81.41807147326475,79.62930203927887,81.35983276367188,10591000,0.0,0.0,79.87057495117188,0.01937505173887777
2020-02-13,80.57776601835154,81.00208025118056,79.22995404560808,79.32978820800781,10613000,0.0,0.0,81.35983276367188,-0.004397163813383065
2020-02-14,79.22994211307271,79.28818081488257,78.01523830810878,78.24819946289062,11175800,0.0,0.0,79.32978820800781,-0.0005244863759896745
2020-02-18,77.93205056364998,78.62259978891004,77.59093993936236,77.88213348388672,9406300,0.0,0.0,78.24819946289062,0.004784778801165457
2020-02-19,78.01525277721151,78.86388127245162,77.39126385028821,78.32308959960938,6349100,0.0,0.0,77.88213348388672,0.01260555848496403
2020-02-20,78.14835878523319,78.53107116016615,77.03349547778288,78.39795684814453,5446200,0.0,0.0,78.32308959960938,0.0026554310053392705
2020-02-21,78.17332489831259,79.47121971713743,77.69077198193919,79.00531005859375,6676000,0.0,0.0,78.39795684814453,0.013689934178664709
2020-02-24,76.68406988408603,78.09844845004636,76.66743297397629,77.49109649658203,10705100,0.0,0.0,79.00531005859375,-0.011478489330335129
2020-02-25,77.64086791267637,77.7573453468287,73.30622526302427,74.19644927978516,11366400,0.0,0.0,77.49109649658203,0.0034358637609213094
2020-02-26,73.73052513808946,75.86040505794338,73.37277127521936,73.5558090209961,9786900,0.0,0.0,74.19644927978516,0.022426353205712957
2020-02-27,71.70881614443321,74.42108369404238,70.05316080166043,71.06818389892578,14184100,0.0,0.0,73.5558090209961,0.01176351242087903
2020-02-28,68.88006043583727,71.30945587158203,67.87335903296105,71.30945587158203,18450000,0.0,0.0,71.06818389892578,0.003394936516168512
2020-03-02,71.55073026783484,73.8636482073974,69.51236897945466,73.78877258300781,12171100,0.0,0.0,71.30945587158203,0.035818424143007066
2020-03-03,74.41275577915279,75.62745336798419,71.2678528461102,72.85694122314453,12660900,0.0,0.0,73.78877258300781,0.02491816465584895
2020-03-04,74.27132188035138,76.42616701935994,74.00508684921395,76.33464813232422,16590400,0.0,0.0,72.85694122314453,0.04898950925325929
2020-03-05,74.92859026172509,76.30136720615445,74.40444183459844,75.38618469238281,9688400,0.0,0.0,76.33464813232422,-0.00043598715634440843
2020-03-06,73.82205125701171,74.6789950167684,72.59903196976927,73.89692687988281,12664600,0.0,0.0,75.38618469238281,-0.009380892248362693
2020-03-09,69.88674119977892,72.6655681006643,68.58052498125616,70.943359375,15806200,0.0,0.0,73.89692687988281,-0.01666319333170707
2020-03-10,73.37275969608345,73.3977182306519,69.68706586631859,72.82364654541016,12965800,0.0,0.0,70.943359375,0.034596033755300404
2020-03-11,71.3843150289517,72.08317937713801,69.52898569929026,70.59392547607422,10382200,0.0,0.0,72.82364654541016,-0.010167949607005955
2020-03-12,65.60202603267894,67.63207177495588,64.11277189277577,65.40235137939453,19935700,0.0,0.0,70.59392547607422,-0.041956211970705315
2020-03-13,69.35428128434832,71.81695651950706,67.13288249977666,71.02657318115234,21867700,0.0,0.0,65.40235137939453,0.09807912108391714
2020-03-16,65.72683104192963,68.3725442415698,61.21747276474182,61.79153823852539,20916000,0.0,0.0,71.02657318115234,-0.037366704047701704
2020-03-17,62.989594656248705,64.6535649486263,58.230638604441914,60.75155258178711,23205000,0.0,0.0,61.79153823852539,0.04631745367873852
2020-03-18,58.238957839511826,59.395416637378716,53.82111892604251,59.09590148925781,23712800,0.0,0.0,60.75155258178711,-0.022322654924459506
2020-03-19,57.49017096735355,62.27408544437174,54.35358983360131,59.1208610534668,19739900,0.0,0.0,59.09590148925781,0.05378010784202436
2020-03-20,60.734915566148864,60.734915566148864,55.5849254889836,57.25721740722656,18844500,0.0,0.0,59.1208610534668,0.02730093039785686
2020-03-23,56.059159003123696,56.366995804069575,52.04067224413206,53.66304397583008,19219000,0.0,0.0,57.25721740722656,-0.015547762246731711
2020-03-24,56.70811546175323,59.75317805655076,55.81788518554141,56.15068054199219,18376300,0.0,0.0,53.66304397583008,0.11348842014000704
2020-03-25,56.5084259069074,58.80470653739475,54.536625301933945,56.5001106262207,20017300,0.0,0.0,56.15068054199219,0.04726614120763428
2020-03-26,57.25723150979967,61.82482930212861,57.207314420034216,61.425479888916016,15979400,0.0,0.0,56.5001106262207,0.09424262389739124
2020-03-27,59.59509613218662,62.44880555223865,58.82967129033218,60.46036148071289,12293300,0.0,0.0,61.425479888916016,0.016659628303649532
2020-03-30,61.16755605527726,63.43055707179692,61.12596059908103,62.59857177734375,10671600,0.0,0.0,60.46036148071289,0.04912632869440481
2020-03-31,62.731673770123265,64.8282732942014,61.93296888725816,63.38894271850586,20474400,0.0,0.0,62.59857177734375,0.035619047744227306
2020-04-01,60.00276990987971,61.5585780418271,59.42869813849564,61.084346771240234,12948000,0.0,0.0,63.38894271850586,-0.028875141281452632
2020-04-02,60.5518854921439,62.814886388227436,59.4536652158144,62.507049560546875,8077800,0.0,0.0,61.084346771240234,0.028330328610503885
2020-04-03,62.10767961998691,62.7649485115898,60.360512442931196,61.04273986816406,8062700,0.0,0.0,62.507049560546875,0.00412591784216465
2020-04-06,63.01457138714721,64.27919272907064,61.5918771381419,63.006256103515625,10266500,0.0,0.0,61.04273986816406,0.053019456005684695
2020-04-07,65.21100380220801,65.37740466632847,62.60689216727633,62.72336959838867,11591700,0.0,0.0,63.006256103515625,0.037633541642550394
2020-04-08,63.596966188597435,65.71020987232994,62.21586737383691,65.36077117919922,12218500,0.0,0.0,62.72336959838867,0.04761925727309779
2020-04-09,65.36076550405227,66.6253867604796,65.36076550405227,66.350830078125,9425900,0.0,0.0,65.36077117919922,0.019348235317071083
2020-04-13,67.10791048165039,67.66533888610226,65.44394054773443,66.80839538574219,9293500,0.0,0.0,66.350830078125,0.019811490020991362
2020-04-14,68.0750070600479,69.95800097873186,67.7963556557619,69.35003662109375,11072700,1.18,0.0,66.80839538574219,0.047143859312954506
2020-04-15,67.98211122511405,70.11842539540226,67.23060165000578,69.08826446533203,8977300,0.0,0.0,69.35003662109375,0.011079861118267864
2020-04-16,69.85666432488225,70.69261193331302,68.88561068887762,69.12203979492188,10326900,0.0,0.0,69.08826446533203,0.02322170748385255
2020-04-17,70.92904909673268,71.5961206886839,69.66245893429102,70.46463012695312,10734800,0.0,0.0,69.12203979492188,0.0357929381294646
2020-04-20,70.54062643248469,72.0520914134786,69.77222533507556,70.92060089111328,9126300,0.0,0.0,70.46463012695312,0.022528483916901543
2020-04-21,69.67090840582769,70.0593286367246,67.56836398511842,67.85546112060547,9627500,0.0,0.0,70.92060089111328,-0.012144175931490198
2020-04-22,68.59008723082721,69.6202418952461,68.1678904784189,68.79273986816406,7033300,0.0,0.0,67.85546112060547,0.026007940193699675
2020-04-23,69.39225479117523,70.78550528843041,69.20648719924642,69.27404022216797,7869600,0.0,0.0,68.79273986816406,0.028967670485073427
2020-04-24,69.97486701266675,70.6503777093636,69.53577893971537,70.58282470703125,6770700,0.0,0.0,69.27404022216797,0.019868012357610265
2020-04-27,70.95437785511152,71.70588748145097,70.74327950069683,71.51168060302734,9209700,0.0,0.0,70.58282470703125,0.015911275569959527
2020-04-28,72.36452404897335,72.59251391319266,69.5526984472232,69.88201141357422,8341000,0.0,0.0,71.51168060302734,0.015114080679563324
2020-04-29,70.69261051770869,71.56233461561689,69.35846751207774,70.72638702392578,8231700,0.0,0.0,69.88201141357422,0.024045146498405945
2020-04-30,70.05933582920328,70.3042107386017,68.59009281502446,69.40914916992188,15535800,0.0,0.0,70.72638702392578,-0.005969148193322393
2020-05-01,69.19803719635591,71.12325957770882,67.97366933185879,69.94954681396484,12705300,0.0,0.0,69.40914916992188,0.02469574153099896
2020-05-04,69.42602191475306,69.9495416660768,68.49719052291776,69.12203979492188,6833000,0.0,0.0,69.94954681396484,-7.359430165276848e-08
2020-05-05,70.04241702961401,73.02313059310033,69.7468806825854,72.08585357666016,10927000,0.0,0.0,69.12203979492188,0.056437726805409705
2020-05-06,72.85426111067507,74.43327907897222,71.98453694433007,72.12808227539062,17042600,0.0,0.0,72.08585357666016,0.03256430195163995
2020-05-07,73.05690791836248,73.32711352568725,70.55750444005587,71.11480712890625,11941800,0.0,0.0,72.12808227539062,0.016623639676411006
2020-05-08,71.28368383311988,71.4863428720206,69.6202279315167,70.895263671875,20188100,0.0,0.0,71.11480712890625,0.005224449845457446
2020-05-11,71.84100879978409,74.69505683927784,70.91217713125634,74.22219848632812,19219800,0.0,0.0,70.895263671875,0.053597278162183626
2020-05-12,75.99540701335853,77.87840715503991,74.7034861248851,76.38382720947266,23492300,0.0,0.0,74.22219848632812,0.04926031218794025
2020-05-13,76.62024826724272,77.88683825078462,74.07862900532635,75.0412368774414,23562600,0.0,0.0,76.38382720947266,0.01967708474714347
2020-05-14,73.98575540505428,76.40072115468763,73.82531859022212,75.94474792480469,13379500,0.0,0.0,75.0412368774414,0.018116496126876935
2020-05-15,76.00386726170365,76.96647541894073,75.50567170399718,76.59494018554688,14071200,0.0,0.0,75.94474792480469,0.013453563571607097
