Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Previous_close,Return
2020-01-02 00:00:00-05:00,77.83343135104211,78.47457592678407,77.67725285702555,78.0471420288086,1213000,0.0,0.0,,
2020-01-03 00:00:00-05:00,77.35667885941801,78.31839570177509,77.34845728854063,77.9156265258789,1062300,0.0,0.0,78.0471420288086,0.0034755106454298357
2020-01-06 00:00:00-05:00,77.81698846013052,78.44169616699219,77.79233001809487,78.44169616699219,1487600,0.0,0.0,77.9156265258789,0.006751786061022669
2020-01-07 00:00:00-05:00,78.16221530725633,78.16221530725633,77.61971079576507,77.66081237792969,1150200,0.0,0.0,78.44169616699219,-0.0035629119893184624
2020-01-08 00:00:00-05:00,77.66902767738584,77.9895999503627,77.55395077279009,77.66081237792969,982100,0.0,0.0,77.66081237792969,0.004233635502459032
2020-01-09 00:00:00-05:00,77.97315914118423,78.20331293874882,77.7758853534461,77.89917755126953,768200,0.0,0.0,77.66081237792969,0.006985512309336972
2020-01-10 00:00:00-05:00,77.64437172772521,77.66081486960701,77.0936456278873,77.15118408203125,1706900,0.0,0.0,77.89917755126953,-0.0030598870123582644
2020-01-13 00:00:00-05:00,77.20050079907203,77.24982395339008,76.83061163340297,77.02788543701172,1582700,0.0,0.0,77.15118408203125,0.0012785269925856824
2020-01-14 00:00:00-05:00,77.34023028293102,77.66080881241062,77.24981809451755,77.57860565185547,1084000,0.0,0.0,77.02788543701172,0.008216808390987929
2020-01-15 00:00:00-05:00,77.94851133431006,78.17866516326914,77.7265728055127,77.75945281982422,1546600,0.0,0.0,77.57860565185547,0.007734858165749037
2020-01-16 00:00:00-05:00,78.14578223182035,78.18688381598082,77.8663115274372,78.17044067382812,1441100,0.0,0.0,77.75945281982422,0.0054968364701202255
2020-01-17 00:00:00-05:00,78.68006866188067,78.95953935629011,78.41703483781606,78.8526840209961,1854700,0.0,0.0,78.17044067382812,0.010094591710881451
2020-01-21 00:00:00-05:00,78.61431208818952,78.8855674949416,78.2362013414539,78.24442291259766,2616700,0.0,0.0,78.8526840209961,0.00041702415528099834
2020-01-22 00:00:00-05:00,78.35127509368992,78.49101044139347,77.84986588489858,78.26085662841797,2763000,0.0,0.0,78.24442291259766,0.003151502939337414
2020-01-23 00:00:00-05:00,78.16221153495121,78.22797155475246,77.63614391898257,78.02247619628906,2122800,0.0,0.0,78.26085662841797,-0.0004201982329640197
2020-01-24 00:00:00-05:00,78.08824544168682,78.26086081064294,76.97857162912818,77.15940856933594,5575300,0.0,0.0,78.02247619628906,0.003055332591010762
2020-01-27 00:00:00-05:00,76.48538558960138,77.29914556660187,76.41140398920777,77.01966857910156,1410100,0.0,0.0,77.15940856933594,0.0018110169564138356
2020-01-28 00:00:00-05:00,77.66902905063299,78.68006904028127,77.58683215607142,78.53211212158203,2442200,0.0,0.0,77.01966857910156,0.02155813562706288
2020-01-29 00:00:00-05:00,79.0992781134677,79.55136415063932,78.61430579435392,78.69650268554688,3156700,0.0,0.0,78.53211212158203,0.012978793025193225
2020-01-30 00:00:00-05:00,78.58965489457303,78.84446716308594,78.12112567147629,78.84446716308594,1849800,0.0,0.0,78.69650268554688,0.0018801912726706949
2020-01-31 00:00:00-05:00,78.21153822080312,78.35949513643368,77.43887363126345,77.68547058105469,2067100,0.0,0.0,78.84446716308594,-0.00615099631086502
2020-02-03 00:00:00-05:00,77.54573130588336,77.95672205379553,77.3895590861071,77.47175598144531,1615100,0.0,0.0,77.68547058105469,0.0034916628645227377
2020-02-04 00:00:00-05:00,77.64437300692471,78.36771448111159,77.6032776939855,78.17044067382812,1312800,0.0,0.0,77.47175598144531,0.011564969559756166
2020-02-05 00:00:00-05:00,79.42807378280834,79.43629535413278,78.93488611410666,79.21436309814453,2897100,0.0,0.0,78.17044067382812,0.016193521098167185
2020-02-06 00:00:00-05:00,79.11572702205513,79.73221320664257,78.93489007118066,79.69933319091797,2116800,0.0,0.0,79.21436309814453,0.006537325912176151
2020-02-07 00:00:00-05:00,79.43629559491528,79.60068939457365,78.69651095400964,78.77049255371094,1586700,0.0,0.0,79.69933319091797,-0.0012376991424510875
2020-02-10 00:00:00-05:00,79.0499614521674,80.10209679675258,79.00064456764663,80.07743835449219,1455000,0.0,0.0,78.77049255371094,0.01690486119702328
2020-02-11 00:00:00-05:00,80.40622495274602,80.79255723651028,80.37334494229579,80.74324035644531,1862300,0.0,0.0,80.07743835449219,0.008930341638207162
2020-02-12 00:00:00-05:00,80.83365940194301,82.06663167790593,80.3404717458021,81.38439178466797,3000200,0.0,0.0,80.74324035644531,0.016390119044249918
2020-02-13 00:00:00-05:00,80.46376759997202,80.77611830870933,80.3322538225325,80.36512756347656,1676100,0.0,0.0,81.38439178466797,-0.007474080258141447
2020-02-14 00:00:00-05:00,80.31581343234487,80.40623190109137,79.95413955735886,80.25005340576172,1058200,0.0,0.0,80.36512756347656,0.0005114698235542114
2020-02-18 00:00:00-05:00,79.7075389725854,80.11852968089308,79.68288053348223,79.89659118652344,1130800,0.0,0.0,80.25005340576172,-0.0016389238297902509
2020-02-19 00:00:00-05:00,80.028117066163,80.27471401763968,79.88838172022933,79.91304016113281,1331600,0.0,0.0,79.89659118652344,0.004732652864169129
2020-02-20 00:00:00-05:00,79.77331308965613,79.80618683345658,78.81158989611949,79.14860534667969,1283400,0.0,0.0,79.91304016113281,-0.0013371200427462204
2020-02-21 00:00:00-05:00,79.06639818950724,79.69932115073034,78.88556126595184,79.53492736816406,1452600,0.0,0.0,79.14860534667969,0.006957997574795538
2020-02-24 00:00:00-05:00,76.21412864296006,76.9950085897949,73.95367943018178,74.04409790039062,4167900,0.0,0.0,79.53492736816406,-0.03193463378186001
2020-02-25 00:00:00-05:00,74.44685996128912,74.49617684168769,71.89049714028319,72.29326629638672,7630900,0.0,0.0,74.04409790039062,0.006105536485909058
2020-02-26 00:00:00-05:00,72.81933515057199,73.46048596265075,71.39731072456077,71.6028060913086,5514300,0.0,0.0,72.29326629638672,0.016145620831111485
2020-02-27 00:00:00-05:00,71.30688972402469,72.64671720990293,70.66574520598208,70.70684051513672,4530900,0.0,0.0,71.6028060913086,0.014579192849832445
2020-02-28 00:00:00-05:00,68.98890662220208,69.71224807487812,68.26556516952604,69.01356506347656,4826000,0.0,0.0,70.70684051513672,-0.01406642459219598
2020-03-02 00:00:00-05:00,70.36161285403138,71.64390821669656,69.48209292852677,71.40553283691406,3202300,0.0,0.0,69.01356506347656,0.038113422351108595
2020-03-03 00:00:00-05:00,73.03419629331675,73.80934660521358,70.87911777602302,71.22836303710938,2425900,3.042,0.0,71.40553283691406,0.0336642508331908
2020-03-04 00:00:00-05:00,73.85193221577178,74.84855496032202,73.06826849255224,74.6611557006836,2416500,0.0,0.0,71.22836303710938,0.050825145614066036
2020-03-05 00:00:00-05:00,72.77014077915966,73.55380455103797,72.44645526437401,73.09382629394531,2388900,0.0,0.0,74.6611557006836,-0.014831690445363477
2020-03-06 00:00:00-05:00,71.83314305898824,73.1108581336819,71.52649092115817,73.01715850830078,5624700,0.0,0.0,73.09382629394531,0.00023301338293735263
2020-03-09 00:00:00-04:00,70.65763809495748,71.35612204681364,68.59625941982033,69.38844299316406,5811000,0.0,0.0,73.01715850830078,-0.022748577121065483
2020-03-10 00:00:00-04:00,72.36978701070593,72.88087178291408,70.07841570843826,72.36126708984375,5580300,0.0,0.0,69.38844299316406,0.05033156299665187
2020-03-11 00:00:00-04:00,70.93874488983549,71.24539704920443,69.47363046147173,69.96768188476562,2626200,0.0,0.0,72.36126708984375,-0.015420819528406793
2020-03-12 00:00:00-04:00,64.89941037098538,66.41563123377222,61.46661687851504,63.093570709228516,5738000,0.0,0.0,69.96768188476562,-0.05076701921958071
2020-03-13 00:00:00-04:00,67.47187385944703,67.88074554642428,62.87209825022921,67.8125991821289,4352400,0.0,0.0,63.093570709228516,0.07587421005632766
